,TIME_PERIOD,Sector,OBS_VALUE
3370,2019,Primary education,148.973625
3371,2019,Privatisation,97.395812
3372,2019,Production sectors,543.32022
3373,2019,Promotion of development awareness (non-sector allocable),0.19247
3374,2019,Public finance management (PFM),15.629162
3375,2019,Public sector policy and administrative management,10.375317
3376,2019,Radio/television/print media,0.050018
3377,2019,Reconstruction relief and rehabilitation,6.445338
3378,2019,Refugees in donor countries,0.042415
3379,2019,Refugees/asylum seekers  in donor countries (non-sector allocable),0.042415
3380,2019,Relief co-ordination and support services,97.921761
3381,2019,Relief of multilateral debt,0.971324
3382,2019,Reproductive health care,109.490687
3383,2019,Research/scientific institutions,10.255661
3384,2019,Responsible business conduct,0.01164
3385,2019,River basins development,0.327865
3386,2019,Road transport,107.763754
3387,2019,Rural development,90.957814
3388,2019,STD control including HIV/AIDS,119.605546
3389,2019,Sanitation - large systems,19.95514
3390,2019,School feeding,0.388039
3391,2019,Secondary education,62.60871
3392,2019,Sector allocable,4085.083077
3393,2019,Sectors not specified,51.222839
3394,2019,Security system management and reform,3.391502
3395,2019,Site preservation,0.331991
3396,2019,Small and medium-sized enterprises (SME) development,40.3769
3397,2019,Social dialogue,1.709064
3398,2019,Social infrastructure and services,2262.341238
3399,2019,Social mitigation of HIV/AIDS,1.061274
3400,2019,Social protection,368.342456
3401,2019,Solar energy - thermal applications,0.407459
3402,2019,Solar energy for centralised grids,2.874546
3403,2019,Statistical capacity building,0.659698
3404,2019,Teacher training,15.97503
3405,2019,Technological research and development,1.341842
3406,2019,"Textiles, leather and substitutes",2.619772
3407,2019,Tourism,1.626607
3408,2019,Tourism policy and administrative management,1.626607
3409,2019,Trade education/training,0.421919
3410,2019,Trade facilitation,55.523879
3411,2019,Trade policies and regulations,56.888784
3412,2019,Trade policy and administrative management,0.942986
3413,2019,Transport and storage,119.50369
3414,2019,Transport policy and administrative management,11.350363
3415,2019,Tuberculosis control,28.946224
3416,2019,Unallocated / unspecified,51.415309
3417,2019,Upper secondary education,14.805285
3418,2019,Urban development and management,78.620995
3419,2019,Vocational training,47.803425
3420,2019,Waste management/disposal,2.402115
3421,2019,Water resources conservation (including data collection),12.449785
3422,2019,Water sector policy and administrative management,108.391868
3423,2019,Water supply & sanitation,261.269063
3424,2019,Water supply - large systems,22.97049
3425,2019,Water supply and sanitation - large systems,3.202426
3426,2019,Wind energy,55.849337
3427,2019,"Women's rights organisations and movements, and government institutions",27.710978
3428,2020,Action relating to debt,18.08993
3429,2020,Administrative costs (non-sector allocable),51.345891
3430,2020,Administrative costs of donors,51.345891
3431,2020,Advanced technical and managerial training,2.354411
3432,2020,Agricultural alternative development,0.025103
3433,2020,Agricultural co-operatives,5.838138
3434,2020,Agricultural development,105.497255
3435,2020,Agricultural education/training,2.571024
3436,2020,Agricultural extension,8.449523
3437,2020,Agricultural financial services,2.622392
3438,2020,Agricultural inputs,5.044225
3439,2020,Agricultural land resources,41.267717
3440,2020,Agricultural policy and administrative management,83.279631
3441,2020,Agricultural research,6.865504
3442,2020,Agricultural services,10.652241
3443,2020,Agricultural water resources,21.648908
3444,2020,Agriculture,419.1663
3445,2020,"Agriculture, forestry, fishing",440.998048
3446,2020,Agro-industries,18.402818
3447,2020,Air transport,0.450201
3448,2020,All sectors,5959.88353
3449,2020,Anti-corruption organisations and institutions,0.430577
3450,2020,Banking and financial services,411.092055
3451,2020,Basic drinking water supply,41.263548
3452,2020,Basic drinking water supply and basic sanitation,22.485843
3453,2020,Basic education,132.695327
3454,2020,Basic health,385.41708
3455,2020,Basic health care,88.982583
3456,2020,Basic health infrastructure,2.038535
3457,2020,Basic life skills for adults,6.214716
3458,2020,Basic life skills for youth,0.315666
3459,2020,Basic nutrition,37.273946
3460,2020,Basic sanitation,2.148241
3461,2020,Biodiversity,14.340554
3462,2020,Biofuel-fired power plants,6.780455
3463,2020,Biosphere protection,2.018514
3464,2020,Business and other services,195.171201
3465,2020,Business development services,0.236285
3466,2020,Business policy and administration,194.315247
3467,2020,COVID-19 control,85.770104
3468,2020,Child soldiers (prevention and demobilisation),0.15866
3469,2020,"Civilian peace-building, conflict prevention and resolution",19.160396
3470,2020,Commodity aid / General programme assistance,432.971521
3471,2020,Communications,84.312722
3472,2020,Communications policy and administrative management,0.128479
3473,2020,"Conflict, peace and security",21.8559
3474,2020,Construction,0.250367
3475,2020,Construction policy and administrative management,0.250367
3476,2020,Cottage industries and handicraft,0.008106
3477,2020,Culture and recreation,2.220124
3478,2020,Debt forgiveness,18.08993
3479,2020,Decentralisation and support to subnational government,226.457718
3480,2020,Democratic participation and civil society,40.00405
3481,2020,Development food assistance,232.062501
3482,2020,Disaster prevention and preparedness,27.450253
3483,2020,Disaster risk reduction,7.754344
3484,2020,Domestic revenue mobilisation,5.587846
3485,2020,Early childhood education,12.886031
3486,2020,Economic infrastructure and services,1088.438542
3487,2020,Education,326.105588
3488,2020,Education and training in water supply and sanitation,3.805253
3489,2020,Education facilities and training,6.016363
3490,2020,Education policy and administrative management,54.713625
3491,2020,"Education, level unspecified",94.740439
3492,2020,Education/training in banking and financial services,1.914643
3493,2020,Educational research,0.585342
3494,2020,Elections,24.459895
3495,2020,Electric power transmission and distribution (centralised grids),126.102119
3496,2020,Emergency food assistance,316.87047
3497,2020,Emergency response,818.110006
3498,2020,Employment creation,29.849415
3499,2020,Ending violence against women and girls,12.148511
3500,2020,Energy,288.630626
3501,2020,Energy conservation and demand-side efficiency,0.99684
3502,2020,Energy distribution,126.102119
3503,2020,Energy education/training,0.12343
3504,2020,"Energy generation, non-renewable sources",0.784972
3505,2020,"Energy generation, non-renewable sources, unspecified",0.784972
3506,2020,"Energy generation, renewable sources",46.269331
3507,2020,"Energy generation, renewable sources - multiple technologies",9.528762
3508,2020,Energy policy,115.474204
3509,2020,Energy policy and administrative management,114.353934
3510,2020,Engineering,0.022621
3511,2020,Environmental education/training,5.979552
3512,2020,Environmental policy and administrative management,54.213271
3513,2020,Environmental research,1.06839
3514,2020,"Facilitation of orderly, safe, regular and responsible migration and mobility",11.659378
3515,2020,Family planning,60.798708
3516,2020,Financial policy and administrative management,278.879259
3517,2020,Fishery development,16.200383
3518,2020,Fishing,16.251478
3519,2020,Fishing policy and administrative management,0.051095
3520,2020,Food assistance,232.062501
3521,2020,Food crop production,19.970892
3522,2020,Food safety and quality,8.6e-05
3523,2020,Food security policy and administrative management,0.08532
3524,2020,Forestry,5.58027
3525,2020,Forestry development,2.306057
3526,2020,Forestry policy and administrative management,3.274213
3527,2020,Formal sector financial intermediaries,128.759331
3528,2020,General budget support,200.90902
3529,2020,General budget support-related aid,200.90902
3530,2020,General environment protection,78.424229
3531,2020,Geothermal energy,26.00578
3532,2020,Government and civil society,579.407987
3533,2020,"Government and civil society, general",557.552087
3534,2020,Health,506.581083
3535,2020,Health education,4.545785
3536,2020,Health personnel development,0.48038
3537,2020,Health policy and administrative management,85.851389
3538,2020,"Health, general",121.115585
3539,2020,Higher education,26.739893
3540,2020,Household food security programmes,5.784699
3541,2020,Human rights,13.550053
3542,2020,Humanitarian aid,849.95668
3543,2020,Hydro-electric power plants,1.399856
3544,2020,Immediate post-emergency reconstruction and rehabilitation,4.396421
3545,2020,Industrial crops/export crops,0.109501
3546,2020,Industrial development,27.50213
3547,2020,Industrial policy and administrative management,5.552016
3548,2020,Industry,92.094604
3549,2020,"Industry, mining, construction",95.657582
3550,2020,Infectious disease control,89.034464
3551,2020,Informal/semi-formal financial intermediaries,1.538822
3552,2020,Information and communication technology (ICT),3.515903
3553,2020,Labour rights,1.993662
3554,2020,Legal and judicial development,4.30611
3555,2020,Legislatures and political parties,0.086775
3556,2020,Livestock,55.474661
3557,2020,Livestock/veterinary services,49.019945
3558,2020,Lower secondary education,0.873935
3559,2020,Macroeconomic policy,0.100319
3560,2020,Malaria control,48.379742
3561,2020,Material relief assistance and services,277.08616
3562,2020,Media and free flow of information,0.990125
3563,2020,Medical education/training,0.668448
3564,2020,Medical research,3.194688
3565,2020,Medical services,31.40106
3566,2020,Mineral prospection and exploration,0.417406
3567,2020,Mineral resources and mining,3.312611
3568,2020,Mineral/mining policy and administrative management,2.14179
3569,2020,Multi-hazard response preparedness,27.450253
3570,2020,Multi-sector / Cross-cutting,563.786626
3571,2020,Multisector aid,285.702134
3572,2020,Multisector aid for basic social services,74.323774
3573,2020,Multisector education/training,3.503454
3574,2020,"NCDs control, general",0.005978
3575,2020,Non-agricultural alternative development,0.161656
3576,2020,Non-communicable diseases (NCDs),0.048418
3577,2020,Other multisector,485.362397
3578,2020,Other prevention and treatment of NCDs,0.026753
3579,2020,Other social infrastructure and services,379.667481
3580,2020,Participation in international peacekeeping operations,1.272535
3581,2020,Personnel development for population and reproductive health,6.940152
3582,2020,Plant and post-harvest protection and pest control,0.82964
3583,2020,Population policies/Programmes & reproductive health,345.36864
3584,2020,Population policy and administrative management,12.621084
3585,2020,Post-secondary education,29.094304
3586,2020,Precious metals/materials,0.753415
3587,2020,Primary education,103.746349
3588,2020,Privatisation,0.511498
3589,2020,Production sectors,639.584944
3590,2020,Promotion of development awareness (non-sector allocable),0.33662
3591,2020,Promotion of mental health and well-being,0.015601
3592,2020,Public finance management (PFM),5.308441
3593,2020,Public sector policy and administrative management,177.080743
3594,2020,Rail transport,0.001526
3595,2020,Reconstruction relief and rehabilitation,4.396421
3596,2020,Refugees in donor countries,0.032572
3597,2020,Refugees/asylum seekers  in donor countries (non-sector allocable),0.032572
3598,2020,Relief co-ordination and support services,224.153376
3599,2020,Reproductive health care,77.586968
3600,2020,Research for prevention and control of NCDs,8.6e-05
3601,2020,Research/scientific institutions,5.539964
3602,2020,Responsible business conduct,0.108171
3603,2020,River basins development,4.160967
3604,2020,Road transport,95.552252
3605,2020,Rural development,88.655205
3606,2020,STD control including HIV/AIDS,187.421728
3607,2020,Sanitation - large systems,14.286312
3608,2020,School feeding,8.65863
3609,2020,Secondary education,69.575518
3610,2020,Sector allocable,4573.251182
3611,2020,Sectors not specified,33.899134
3612,2020,Security system management and reform,1.264309
3613,2020,Site preservation,0.803948
3614,2020,Small and medium-sized enterprises (SME) development,34.770686
3615,2020,Social dialogue,0.33636
3616,2020,Social infrastructure and services,2281.44107
3617,2020,Social mitigation of HIV/AIDS,0.309225
3618,2020,Social protection,270.208582
3619,2020,Solar energy for centralised grids,2.149055
3620,2020,Statistical capacity building,0.426339
3621,2020,Teacher training,33.425109
3622,2020,Technological research and development,3.173015
3623,2020,Telecommunications,80.66834
3624,2020,"Textiles, leather and substitutes",2.663212
3625,2020,Tourism,0.466287
3626,2020,Tourism policy and administrative management,0.466287
3627,2020,Trade education/training,0.019809
3628,2020,Trade facilitation,20.774903
3629,2020,Trade policies and regulations,102.463027
3630,2020,Trade policy and administrative management,81.668315
3631,2020,Transport and storage,109.231938
3632,2020,Transport policy and administrative management,13.225212
3633,2020,Tuberculosis control,28.911541
3634,2020,Unallocated / unspecified,34.235754
3635,2020,Upper secondary education,9.237428
3636,2020,Urban development and management,88.175535
3637,2020,Vocational training,60.33809
3638,2020,Waste management/disposal,1.401612
3639,2020,Water resources conservation (including data collection),2.091663
3640,2020,Water sector policy and administrative management,25.281951
3641,2020,Water supply & sanitation,144.310291
3642,2020,Water supply - large systems,2.551645
3643,2020,Water supply and sanitation - large systems,24.833256
3644,2020,Water transport,0.002747
3645,2020,Wind energy,0.405423
3646,2020,"Women's rights organisations and movements, and government institutions",35.381546
3647,2021,Administrative costs (non-sector allocable),60.273372
3648,2021,Administrative costs of donors,60.273372
3649,2021,Advanced technical and managerial training,0.731927
3650,2021,Agricultural alternative development,0.134379
3651,2021,Agricultural co-operatives,2.937969
3652,2021,Agricultural development,54.091526
3653,2021,Agricultural education/training,2.535029
3654,2021,Agricultural extension,3.027889
3655,2021,Agricultural financial services,28.545395
3656,2021,Agricultural inputs,3.997636
3657,2021,Agricultural land resources,26.018324
3658,2021,Agricultural policy and administrative management,67.286442
3659,2021,Agricultural research,3.684308
3660,2021,Agricultural services,6.39109
3661,2021,Agricultural water resources,13.115646
3662,2021,Agriculture,297.269082
3663,2021,"Agriculture, forestry, fishing",306.364702
3664,2021,Agro-industries,9.898504
3665,2021,Air transport,0.00205
3666,2021,All sectors,4425.769443
3667,2021,Banking and financial services,40.571656
3668,2021,Basic drinking water supply,8.224804
3669,2021,Basic drinking water supply and basic sanitation,19.451682
3670,2021,Basic education,65.591855
3671,2021,Basic health,305.553173
3672,2021,Basic health care,106.428706
3673,2021,Basic health infrastructure,1.350597
3674,2021,Basic life skills for adults,2.07396
3675,2021,Basic life skills for youth,1.952131
3676,2021,Basic nutrition,28.583829
3677,2021,Basic sanitation,0.605433
3678,2021,Biodiversity,8.940843
3679,2021,Biofuel-fired power plants,5.137624
3680,2021,Biosphere protection,0.852887
3681,2021,Business and other services,35.262286
3682,2021,Business development services,1.765435
3683,2021,Business policy and administration,32.822762
3684,2021,COVID-19 control,44.625156
3685,2021,Cement/lime/plaster,0.158229
3686,2021,Child soldiers (prevention and demobilisation),0.06511
3687,2021,"Civilian peace-building, conflict prevention and resolution",14.340341
3688,2021,"Clean cooking appliances manufacturing, market development and distribution",0.035749
3689,2021,Commodity aid / General programme assistance,269.274771
3690,2021,Communications,13.843035
3691,2021,Communications policy and administrative management,6.596514
3692,2021,"Conflict, peace and security",18.909875
3693,2021,Construction,0.190942
3694,2021,Construction policy and administrative management,0.190942
3695,2021,Cottage industries and handicraft,0.075039
3696,2021,Culture and recreation,4.658334
3697,2021,Decentralisation and support to subnational government,56.449601
3698,2021,Democratic participation and civil society,33.073245
3699,2021,Development food assistance,268.783964
3700,2021,Disaster prevention and preparedness,41.289239
3701,2021,Disaster risk reduction,0.735551
3702,2021,Domestic revenue mobilisation,2.876666
3703,2021,Early childhood education,3.032429
3704,2021,Economic infrastructure and services,360.02565
3705,2021,Education,167.282716
3706,2021,Education and training in transport and storage,0.029678
3707,2021,Education and training in water supply and sanitation,2.129393
3708,2021,Education facilities and training,13.087713
3709,2021,Education policy and administrative management,5.882072
3710,2021,"Education, level unspecified",23.660503
3711,2021,Education/training in banking and financial services,0.507424
3712,2021,Educational research,0.331376
3713,2021,Elections,50.418536
3714,2021,Electric power transmission and distribution (centralised grids),52.5336
3715,2021,Emergency food assistance,726.491496
3716,2021,Emergency response,1390.610858
3717,2021,Employment creation,25.511811
3718,2021,Ending violence against women and girls,14.368931
3719,2021,Energy,139.340738
3720,2021,Energy conservation and demand-side efficiency,0.332931
3721,2021,Energy distribution,52.5336
3722,2021,Energy education/training,0.093385
3723,2021,"Energy generation, non-renewable sources",0.664382
3724,2021,"Energy generation, non-renewable sources, unspecified",0.664382
3725,2021,"Energy generation, renewable sources",56.431186
3726,2021,"Energy generation, renewable sources - multiple technologies",8.700517
3727,2021,Energy policy,29.71157
3728,2021,Energy policy and administrative management,29.253439
3729,2021,Energy research,0.031815
3730,2021,Engineering,0.520297
3731,2021,Environmental education/training,3.147205
3732,2021,Environmental policy and administrative management,29.475796
3733,2021,Environmental research,0.983522
3734,2021,"Facilitation of orderly, safe, regular and responsible migration and mobility",21.100796
3735,2021,Family planning,44.562227
3736,2021,Financial policy and administrative management,10.339006
3737,2021,Fishery development,0.641497
3738,2021,Fishing,0.711775
3739,2021,Fishing policy and administrative management,0.070278
3740,2021,Food assistance,268.783964
3741,2021,Food crop production,7.739769
3742,2021,Food safety and quality,5e-06
3743,2021,Food security policy and administrative management,4.873604
3744,2021,Forest industries,0.159552
3745,2021,Forestry,8.383845
3746,2021,Forestry development,3.664484
3747,2021,Forestry policy and administrative management,4.719361
3748,2021,Formal sector financial intermediaries,9.945771
3749,2021,General budget support,0.490807
3750,2021,General budget support-related aid,0.490807
3751,2021,General environment protection,43.936581
3752,2021,Geothermal energy,19.328631
3753,2021,Government and civil society,274.054462
3754,2021,"Government and civil society, general",255.144587
3755,2021,Health,426.156259
3756,2021,Health education,3.779693
3757,2021,Health personnel development,2.265834
3758,2021,Health policy and administrative management,64.793005
3759,2021,"Health, general",120.466875
3760,2021,Higher education,29.114185
3761,2021,Household food security programmes,9.507068
3762,2021,Housing policy and administrative management,0.036086
3763,2021,Human rights,11.476228
3764,2021,Humanitarian aid,1440.197802
3765,2021,Immediate post-emergency reconstruction and rehabilitation,8.297705
3766,2021,Industrial crops/export crops,0.165361
3767,2021,Industrial development,19.383311
3768,2021,Industrial policy and administrative management,9.803545
3769,2021,Industry,66.40222
3770,2021,"Industry, mining, construction",68.18214
3771,2021,Infectious disease control,36.556589
3772,2021,Informal/semi-formal financial intermediaries,19.673655
3773,2021,Information and communication technology (ICT),6.520327
3774,2021,Labour rights,3.613856
3775,2021,Legal and judicial development,8.863058
3776,2021,Legislatures and political parties,0.455245
3777,2021,Livestock,70.823266
3778,2021,Livestock/veterinary services,6.347685
3779,2021,Low-cost housing,0.073637
3780,2021,Lower secondary education,0.752138
3781,2021,Macroeconomic policy,0.097621
3782,2021,Malaria control,52.031397
3783,2021,Material relief assistance and services,395.849183
3784,2021,Media and free flow of information,1.583389
3785,2021,Medical education/training,0.917572
3786,2021,Medical research,1.732955
3787,2021,Medical services,53.023343
3788,2021,Mineral prospection and exploration,0.217351
3789,2021,Mineral resources and mining,1.588978
3790,2021,Mineral/mining policy and administrative management,1.168201
3791,2021,Multi-hazard response preparedness,41.289239
3792,2021,Multi-sector / Cross-cutting,200.909457
3793,2021,Multisector aid,22.690734
3794,2021,Multisector aid for basic social services,29.17651
3795,2021,Multisector education/training,1.316244
3796,2021,"NCDs control, general",0.117085
3797,2021,Narcotics control,0.033318
3798,2021,Non-agricultural alternative development,0.233042
3799,2021,Non-communicable diseases (NCDs),0.136211
3800,2021,Other multisector,156.972876
3801,2021,Other prevention and treatment of NCDs,0.008115
3802,2021,Other social infrastructure and services,262.911275
3803,2021,Participation in international peacekeeping operations,0.889414
3804,2021,Personnel development for population and reproductive health,0.585531
3805,2021,Plant and post-harvest protection and pest control,0.427368
3806,2021,Population policies/Programmes & reproductive health,329.272576
3807,2021,Population policy and administrative management,11.251612
3808,2021,Post-secondary education,29.846112
3809,2021,Precious metals/materials,0.203426
3810,2021,Primary education,48.272935
3811,2021,Privatisation,0.002127
3812,2021,Production sectors,413.077282
3813,2021,Promotion of development awareness (non-sector allocable),0.218732
3814,2021,Promotion of mental health and well-being,0.011011
3815,2021,Public finance management (PFM),5.29004
3816,2021,Public sector policy and administrative management,18.847989
3817,2021,Radio/television/print media,0.310395
3818,2021,Reconstruction relief and rehabilitation,8.297705
3819,2021,Refugees in donor countries,0.000294
3820,2021,Refugees/asylum seekers  in donor countries (non-sector allocable),0.000294
3821,2021,Relief co-ordination and support services,268.270179
3822,2021,"Remittance facilitation, promotion and optimisation",0.1058
3823,2021,Reproductive health care,67.942421
3824,2021,Research/scientific institutions,3.043739
3825,2021,Responsible business conduct,0.671962
3826,2021,River basins development,7.267625
3827,2021,Road transport,114.26574
3828,2021,Rural development,54.442621
3829,2021,STD control including HIV/AIDS,204.930785
3830,2021,Sanitation - large systems,34.351275
3831,2021,School feeding,9.508262
3832,2021,Secondary education,48.184246
3833,2021,Sector allocable,2610.106246
3834,2021,Sectors not specified,45.698226
3835,2021,Security system management and reform,3.61501
3836,2021,Site preservation,0.536328
3837,2021,Small and medium-sized enterprises (SME) development,20.38089
3838,2021,Social dialogue,0.177068
3839,2021,Social infrastructure and services,1636.093857
3840,2021,Social protection,199.03282
3841,2021,Solar energy - thermal applications,0.046276
3842,2021,Solar energy for centralised grids,0.352486
3843,2021,Solar energy for isolated grids and standalone systems,0.039788
3844,2021,Statistical capacity building,0.597835
3845,2021,Teacher training,4.359342
3846,2021,Technological research and development,3.452738
3847,2021,Telecommunications,0.415799
3848,2021,"Textiles, leather and substitutes",2.534366
3849,2021,Tourism,0.388219
3850,2021,Tourism policy and administrative management,0.388219
3851,2021,Trade education/training,0.565241
3852,2021,Trade facilitation,35.076025
3853,2021,Trade policies and regulations,38.142221
3854,2021,Trade policy and administrative management,2.500955
3855,2021,Transport and storage,131.007935
3856,2021,Transport policy and administrative management,16.694985
3857,2021,Tuberculosis control,29.931372
3858,2021,Unallocated / unspecified,45.916958
3859,2021,Upper secondary education,4.731861
3860,2021,Urban development and management,60.130268
3861,2021,Vocational training,43.452385
3862,2021,Waste management/disposal,0.120348
3863,2021,Water resources conservation (including data collection),22.304341
3864,2021,Water sector policy and administrative management,51.649687
3865,2021,Water supply & sanitation,176.416569
3866,2021,Water supply - large systems,7.868519
3867,2021,Water supply and sanitation - large systems,22.443462
3868,2021,Water transport,0.015482
3869,2021,Wind energy,22.825864
3870,2021,"Women's rights organisations and movements, and government institutions",30.243242
3871,2022,Administrative costs (non-sector allocable),44.366909
3872,2022,Administrative costs of donors,44.366909
3873,2022,Advanced technical and managerial training,2.681446
3874,2022,Agricultural alternative development,0.002065
3875,2022,Agricultural co-operatives,7.461402
3876,2022,Agricultural development,52.439655
3877,2022,Agricultural education/training,2.255545
3878,2022,Agricultural extension,11.651664
3879,2022,Agricultural financial services,21.449122
3880,2022,Agricultural inputs,2.881537
3881,2022,Agricultural land resources,31.852411
3882,2022,Agricultural policy and administrative management,59.013098
3883,2022,Agricultural research,3.028751
3884,2022,Agricultural services,6.634324
3885,2022,Agricultural water resources,22.858181
3886,2022,Agriculture,339.842863
3887,2022,"Agriculture, forestry, fishing",361.985278
3888,2022,Agro-industries,24.761832
3889,2022,Air transport,0.270767
3890,2022,All sectors,5457.986715
3891,2022,Anti-corruption organisations and institutions,0.012777
3892,2022,Banking and financial services,110.510341
3893,2022,Basic drinking water supply,21.928103
3894,2022,Basic drinking water supply and basic sanitation,24.891315
3895,2022,Basic education,132.354613
3896,2022,Basic health,572.425857
3897,2022,Basic health care,59.971845
3898,2022,Basic health infrastructure,3.82908
3899,2022,Basic life skills for adults,2.316349
3900,2022,Basic life skills for youth,1.861613
3901,2022,Basic nutrition,46.388912
3902,2022,Basic sanitation,3.302417
3903,2022,Biodiversity,19.261221
3904,2022,Biofuel-fired power plants,0.06597
3905,2022,Biosphere protection,0.266725
3906,2022,Business and other services,25.591631
3907,2022,Business development services,3.384981
3908,2022,Business policy and administration,21.373487
3909,2022,COVID-19 control,165.327873
3910,2022,Cement/lime/plaster,0.098729
3911,2022,Chemicals,0.000527
3912,2022,Child soldiers (prevention and demobilisation),0.158258
3913,2022,"Civilian peace-building, conflict prevention and resolution",32.68718
3914,2022,"Clean cooking appliances manufacturing, market development and distribution",0.004491
3915,2022,Commodity aid / General programme assistance,287.455549
3916,2022,Communications,22.324053
3917,2022,Communications policy and administrative management,17.852472
3918,2022,"Conflict, peace and security",34.018215
3919,2022,Construction,0.543451
3920,2022,Construction policy and administrative management,0.543451
3921,2022,Cottage industries and handicraft,0.093985
3922,2022,Culture and recreation,0.674114
3923,2022,Decentralisation and support to subnational government,24.880204
3924,2022,Democratic participation and civil society,27.606493
3925,2022,Development food assistance,287.455549
3926,2022,Disaster prevention and preparedness,71.113126
3927,2022,Disaster risk reduction,4.990199
3928,2022,Domestic revenue mobilisation,1.284122
3929,2022,Early childhood education,12.889913
3930,2022,Economic infrastructure and services,473.130517
3931,2022,Education,282.268907
3932,2022,Education and training in transport and storage,0.001775
3933,2022,Education and training in water supply and sanitation,6.789986
3934,2022,Education facilities and training,22.352444
3935,2022,Education policy and administrative management,11.797346
3936,2022,"Education, level unspecified",64.660143
3937,2022,Education/training in banking and financial services,0.734043
3938,2022,Educational research,0.535957
3939,2022,Elections,1.298628
3940,2022,Electric power transmission and distribution (centralised grids),136.066495
3941,2022,Emergency food assistance,939.289867
3942,2022,Emergency response,1499.626953
3943,2022,Employment creation,24.092436
3944,2022,Ending violence against women and girls,15.857741
3945,2022,Energy,190.437116
3946,2022,Energy conservation and demand-side efficiency,0.086528
3947,2022,Energy distribution,136.066495
3948,2022,"Energy generation, non-renewable sources",0.032803
3949,2022,"Energy generation, non-renewable sources, unspecified",0.021475
3950,2022,"Energy generation, renewable sources",29.070569
3951,2022,"Energy generation, renewable sources - multiple technologies",8.504902
3952,2022,Energy policy,25.267249
3953,2022,Energy policy and administrative management,25.00343
3954,2022,Energy research,0.177291
3955,2022,Engineering,0.959697
3956,2022,Environmental education/training,6.646493
3957,2022,Environmental policy and administrative management,34.880941
3958,2022,Environmental research,0.834649
3959,2022,"Facilitation of orderly, safe, regular and responsible migration and mobility",41.812659
3960,2022,Family planning,38.482045
3961,2022,Financial policy and administrative management,27.407522
3962,2022,Fishery development,10.817329
3963,2022,Fishery education/training,0.005506
3964,2022,Fishing,10.833121
3965,2022,Fishing policy and administrative management,0.010286
3966,2022,Food assistance,287.455549
3967,2022,Food crop production,4.572875
3968,2022,Food safety and quality,1.666028
3969,2022,Food security policy and administrative management,2.733916
3970,2022,Forest industries,0.021977
3971,2022,Forestry,11.309294
3972,2022,Forestry development,3.570518
3973,2022,Forestry policy and administrative management,7.738776
3974,2022,Formal sector financial intermediaries,53.679336
3975,2022,General environment protection,62.18536
3976,2022,Geothermal energy,18.249092
3977,2022,Government and civil society,212.909654
3978,2022,"Government and civil society, general",178.891439
3979,2022,Health,775.569235
3980,2022,Health education,12.763507
3981,2022,Health personnel development,1.201047
3982,2022,Health policy and administrative management,101.806996
3983,2022,"Health, general",202.824132
3984,2022,Higher education,30.448084
3985,2022,Household food security programmes,29.067531
3986,2022,Human rights,14.481204
3987,2022,Humanitarian aid,1585.503022
3988,2022,Hydro-electric power plants,0.011328
3989,2022,Immediate post-emergency reconstruction and rehabilitation,14.762943
3990,2022,Industrial development,3.425665
3991,2022,Industrial policy and administrative management,9.256617
3992,2022,Industry,82.027194
3993,2022,"Industry, mining, construction",84.228746
3994,2022,Infectious disease control,172.838361
3995,2022,Informal/semi-formal financial intermediaries,28.68944
3996,2022,Information and communication technology (ICT),3.142043
3997,2022,Labour rights,4.125679
3998,2022,Legal and judicial development,10.606713
3999,2022,Legislatures and political parties,0.186999
4000,2022,Livestock,106.736459
4001,2022,Livestock/veterinary services,6.856423
4002,2022,Lower secondary education,0.709242
4003,2022,Macroeconomic policy,0.174192
4004,2022,Malaria control,82.208914
4005,2022,Material relief assistance and services,353.612345
4006,2022,Media and free flow of information,1.04238
4007,2022,Medical education/training,1.84275
4008,2022,Medical research,1.129829
4009,2022,Medical services,98.044557
4010,2022,Mineral prospection and exploration,0.133367
4011,2022,Mineral resources and mining,1.658101
4012,2022,Mineral/mining policy and administrative management,1.001424
4013,2022,Multi-hazard response preparedness,71.113126
4014,2022,Multi-sector / Cross-cutting,212.889708
4015,2022,Multisector aid,8.693716
4016,2022,Multisector aid for basic social services,124.048317
4017,2022,Multisector education/training,1.767484
4018,2022,Narcotics control,0.517992
4019,2022,Non-communicable diseases (NCDs),0.319246
4020,2022,Oil-fired electric power plants,0.011328
4021,2022,Other multisector,150.704348
4022,2022,Other prevention and treatment of NCDs,0.276857
4023,2022,Other social infrastructure and services,513.03193
4024,2022,Participation in international peacekeeping operations,0.055937
4025,2022,Personnel development for population and reproductive health,3.82478
4026,2022,Pharmaceutical production,0.001055
4027,2022,Plant and post-harvest protection and pest control,0.149351
4028,2022,Population policies/Programmes & reproductive health,303.889947
4029,2022,Population policy and administrative management,10.906846
4030,2022,Post-secondary education,33.12953
4031,2022,Precious metals/materials,0.52331
4032,2022,Primary education,105.232278
4033,2022,Production sectors,463.520731
4034,2022,Promotion of development awareness (non-sector allocable),0.401563
4035,2022,Promotion of mental health and well-being,0.042389
4036,2022,Public finance management (PFM),1.823337
4037,2022,Public procurement,0.035104
4038,2022,Public sector policy and administrative management,12.072368
4039,2022,Radio/television/print media,0.19886
4040,2022,Reconstruction relief and rehabilitation,14.762943
4041,2022,Relief co-ordination and support services,206.724741
4042,2022,Removal of land mines and explosive remnants of war,0.912997
4043,2022,Reproductive health care,38.065184
