,TIME_PERIOD,Sector,OBS_VALUE
2115,2013,Forestry policy and administrative management,4.196084
2116,2013,Forestry services,0.134228
2117,2013,Formal sector financial intermediaries,4.993246
2118,2013,General budget support,175.578029
2119,2013,General budget support-related aid,175.578029
2120,2013,General environment protection,65.95202
2121,2013,Government and civil society,100.853824
2122,2013,"Government and civil society, general",94.005798
2123,2013,Health,685.698382
2124,2013,Health education,4.186101
2125,2013,Health personnel development,1.568971
2126,2013,Health policy and administrative management,26.724116
2127,2013,"Health, general",32.763975
2128,2013,Higher education,16.488453
2129,2013,Human rights,8.534456
2130,2013,Humanitarian aid,523.856186
2131,2013,Hydro-electric power plants,0.01315
2132,2013,Immediate post-emergency reconstruction and rehabilitation,0.748028
2133,2013,Industrial crops/export crops,0.953519
2134,2013,Industrial development,3.55725
2135,2013,Industrial policy and administrative management,2.302479
2136,2013,Industry,17.914983
2137,2013,"Industry, mining, construction",18.223059
2138,2013,Infectious disease control,24.041578
2139,2013,Informal/semi-formal financial intermediaries,16.646302
2140,2013,Information and communication technology (ICT),1.505129
2141,2013,Legal and judicial development,8.024158
2142,2013,Legislatures and political parties,3.40704
2143,2013,Livestock,2.644897
2144,2013,Livestock/veterinary services,3.166682
2145,2013,Malaria control,167.456452
2146,2013,Material relief assistance and services,111.284113
2147,2013,Media and free flow of information,3.602996
2148,2013,Medical education/training,0.413298
2149,2013,Medical research,2.650148
2150,2013,Medical services,2.976413
2151,2013,Mineral prospection and exploration,0.189193
2152,2013,Mineral resources and mining,0.190887
2153,2013,Mineral/mining policy and administrative management,0.001694
2154,2013,Multi-hazard response preparedness,27.469092
2155,2013,Multi-sector / Cross-cutting,235.025554
2156,2013,Multilateral trade negotiations,0.036535
2157,2013,Multisector aid,30.18871
2158,2013,Multisector aid for basic social services,9.183838
2159,2013,Multisector education/training,2.647764
2160,2013,Nuclear energy electric power plants and nuclear safety,0.013373
2161,2013,Nuclear energy plants,0.013373
2162,2013,Other multisector,169.073534
2163,2013,Other social infrastructure and services,240.630719
2164,2013,Participation in international peacekeeping operations,0.82239
2165,2013,Personnel development for population and reproductive health,1.546937
2166,2013,Plant and post-harvest protection and pest control,0.125128
2167,2013,Population policies/Programmes & reproductive health,527.73764
2168,2013,Population policy and administrative management,4.322468
2169,2013,Post-secondary education,17.195764
2170,2013,Primary education,106.389027
2171,2013,Production sectors,346.140292
2172,2013,Promotion of development awareness (non-sector allocable),0.424851
2173,2013,Public finance management (PFM),7.465096
2174,2013,Public sector policy and administrative management,7.626497
2175,2013,Rail transport,0.183401
2176,2013,Reconstruction relief and rehabilitation,0.748028
2177,2013,Refugees in donor countries,0.902828
2178,2013,Refugees/asylum seekers  in donor countries (non-sector allocable),0.902828
2179,2013,Reintegration and SALW control,1.712462
2180,2013,Relief co-ordination and support services,19.821095
2181,2013,Removal of land mines and explosive remnants of war,0.103394
2182,2013,Reproductive health care,58.069923
2183,2013,Research/scientific institutions,0.92262
2184,2013,River basins development,12.110331
2185,2013,Road transport,314.438558
2186,2013,Rural development,51.949395
2187,2013,STD control including HIV/AIDS,440.544484
2188,2013,Sanitation - large systems,0.108542
2189,2013,Secondary education,23.995125
2190,2013,Sector allocable,3192.141152
2191,2013,Sectors not specified,7.358559
2192,2013,Security system management and reform,1.457111
2193,2013,Site preservation,0.086112
2194,2013,Small and medium-sized enterprises (SME) development,3.520496
2195,2013,Social infrastructure and services,2061.050605
2196,2013,Social mitigation of HIV/AIDS,1.646241
2197,2013,Social protection,226.194562
2198,2013,Solar energy for centralised grids,0.099564
2199,2013,Statistical capacity building,1.783384
2200,2013,Teacher training,1.974804
2201,2013,Telecommunications,0.024002
2202,2013,"Textiles, leather and substitutes",1.404908
2203,2013,Tourism,9.934141
2204,2013,Tourism policy and administrative management,9.934141
2205,2013,Trade education/training,0.02017
2206,2013,Trade facilitation,30.438958
2207,2013,Trade policies and regulations,33.128508
2208,2013,Trade policy and administrative management,2.632845
2209,2013,Transport and storage,316.862128
2210,2013,Transport policy and administrative management,2.232002
2211,2013,Tuberculosis control,44.426052
2212,2013,Unallocated / unspecified,7.78341
2213,2013,Upper secondary education,15.768436
2214,2013,Urban development and management,83.348058
2215,2013,Vocational training,8.226689
2216,2013,Waste management/disposal,0.018215
2217,2013,Water resources conservation (including data collection),1.111003
2218,2013,Water sector policy and administrative management,8.006525
2219,2013,Water supply & sanitation,180.963015
2220,2013,Water supply - large systems,4.271559
2221,2013,Water supply and sanitation - large systems,108.496602
2222,2013,Wind energy,24.354298
2223,2013,"Women's rights organisations and movements, and government institutions",10.287522
2224,2014,Action relating to debt,0.376431
2225,2014,Administrative costs (non-sector allocable),10.729906
2226,2014,Administrative costs of donors,10.729906
2227,2014,Advanced technical and managerial training,0.197947
2228,2014,Agrarian reform,1.429988
2229,2014,Agricultural alternative development,0.014534
2230,2014,Agricultural co-operatives,3.069922
2231,2014,Agricultural development,222.029007
2232,2014,Agricultural education/training,4.784523
2233,2014,Agricultural extension,3.397187
2234,2014,Agricultural financial services,3.139983
2235,2014,Agricultural inputs,5.429611
2236,2014,Agricultural land resources,15.78637
2237,2014,Agricultural policy and administrative management,28.927342
2238,2014,Agricultural research,17.142605
2239,2014,Agricultural services,4.766489
2240,2014,Agricultural water resources,16.184482
2241,2014,Agriculture,336.396495
2242,2014,"Agriculture, forestry, fishing",339.829644
2243,2014,Agro-industries,2.050745
2244,2014,Air transport,1.070021
2245,2014,All sectors,3844.860314
2246,2014,Banking and financial services,26.176363
2247,2014,Basic drinking water supply,6.524794
2248,2014,Basic drinking water supply and basic sanitation,103.31545
2249,2014,Basic education,140.753842
2250,2014,Basic health,471.184182
2251,2014,Basic health care,308.719836
2252,2014,Basic health infrastructure,2.924366
2253,2014,Basic life skills for adults,0.294023
2254,2014,Basic nutrition,64.989045
2255,2014,Basic sanitation,4.548215
2256,2014,Biodiversity,4.476499
2257,2014,Biofuel-fired power plants,0.024567
2258,2014,Biosphere protection,7.131811
2259,2014,Business and other services,18.475709
2260,2014,Business policy and administration,18.475709
2261,2014,"Civilian peace-building, conflict prevention and resolution",5.103807
2262,2014,Commodity aid / General programme assistance,305.200058
2263,2014,Communications,2.974333
2264,2014,Communications policy and administrative management,1.049033
2265,2014,"Conflict, peace and security",7.642321
2266,2014,Construction,0.097526
2267,2014,Construction policy and administrative management,0.097526
2268,2014,Cottage industries and handicraft,0.323521
2269,2014,Culture and recreation,2.360871
2270,2014,Debt forgiveness,0.376431
2271,2014,Decentralisation and support to subnational government,79.7916
2272,2014,Democratic participation and civil society,20.982014
2273,2014,Development food assistance,214.377602
2274,2014,Disaster prevention and preparedness,13.708651
2275,2014,Disaster risk reduction,2.339036
2276,2014,Domestic revenue mobilisation,0.167736
2277,2014,Early childhood education,1.640441
2278,2014,Economic infrastructure and services,459.811556
2279,2014,Education,425.411396
2280,2014,Education and training in water supply and sanitation,0.153139
2281,2014,Education facilities and training,46.720346
2282,2014,Education policy and administrative management,171.118796
2283,2014,"Education, level unspecified",230.009195
2284,2014,Education/training in banking and financial services,0.016559
2285,2014,Educational research,3.077636
2286,2014,Elections,0.893006
2287,2014,Electric power transmission and distribution (centralised grids),109.047162
2288,2014,Emergency food assistance,267.519464
2289,2014,Emergency response,425.943336
2290,2014,Employment creation,202.311348
2291,2014,Energy,137.040696
2292,2014,Energy distribution,109.047162
2293,2014,Energy education/training,0.01404
2294,2014,"Energy generation, renewable sources",26.358377
2295,2014,"Energy generation, renewable sources - multiple technologies",14.255009
2296,2014,Energy policy,1.635157
2297,2014,Energy policy and administrative management,1.621117
2298,2014,Engineering,0.140729
2299,2014,Environmental education/training,1.082331
2300,2014,Environmental policy and administrative management,40.532121
2301,2014,Environmental research,0.130038
2302,2014,Family planning,27.652927
2303,2014,Financial policy and administrative management,2.28691
2304,2014,Food assistance,214.377602
2305,2014,Food crop production,4.986057
2306,2014,Forestry,3.433149
2307,2014,Forestry development,2.18623
2308,2014,Forestry education/training,0.049035
2309,2014,Forestry policy and administrative management,0.916095
2310,2014,Forestry research,0.281789
2311,2014,Formal sector financial intermediaries,7.541053
2312,2014,General budget support,86.815397
2313,2014,General budget support-related aid,86.815397
2314,2014,General environment protection,53.79774
2315,2014,Government and civil society,148.530406
2316,2014,"Government and civil society, general",140.888085
2317,2014,Health,509.577642
2318,2014,Health education,2.807847
2319,2014,Health personnel development,2.365033
2320,2014,Health policy and administrative management,30.693567
2321,2014,"Health, general",38.39346
2322,2014,Higher education,16.998309
2323,2014,Human rights,6.041355
2324,2014,Humanitarian aid,452.156107
2325,2014,Immediate post-emergency reconstruction and rehabilitation,12.50412
2326,2014,Import support (capital goods),4.007059
2327,2014,Industrial crops/export crops,0.828829
2328,2014,Industrial development,8.935882
2329,2014,Industrial policy and administrative management,0.742349
2330,2014,Industry,17.718069
2331,2014,"Industry, mining, construction",17.847256
2332,2014,Infectious disease control,13.227986
2333,2014,Informal/semi-formal financial intermediaries,16.331841
2334,2014,Information and communication technology (ICT),1.904185
2335,2014,Legal and judicial development,6.879784
2336,2014,Legislatures and political parties,2.820164
2337,2014,Livestock,2.174115
2338,2014,Livestock/veterinary services,2.26467
2339,2014,Malaria control,52.49307
2340,2014,Material relief assistance and services,129.512226
2341,2014,Media and free flow of information,3.932679
2342,2014,Medical education/training,1.943028
2343,2014,Medical research,3.069573
2344,2014,Medical services,2.687292
2345,2014,Mineral prospection and exploration,0.024672
2346,2014,Mineral resources and mining,0.031661
2347,2014,Mineral/mining policy and administrative management,0.006989
2348,2014,Multi-hazard response preparedness,13.708651
2349,2014,Multi-sector / Cross-cutting,192.263733
2350,2014,Multisector aid,31.433499
2351,2014,Multisector aid for basic social services,76.53687
2352,2014,Multisector education/training,1.198879
2353,2014,Other commodity assistance,4.007059
2354,2014,Other multisector,138.465993
2355,2014,Other social infrastructure and services,299.69226
2356,2014,Participation in international peacekeeping operations,0.340807
2357,2014,Personnel development for population and reproductive health,1.678432
2358,2014,Plant and post-harvest protection and pest control,0.040781
2359,2014,Population policies/Programmes & reproductive health,439.510816
2360,2014,Population policy and administrative management,9.137394
2361,2014,Post-secondary education,17.196256
2362,2014,Primary education,138.819378
2363,2014,Production sectors,378.181741
2364,2014,Promotion of development awareness (non-sector allocable),0.229193
2365,2014,Public finance management (PFM),4.810469
2366,2014,Public sector policy and administrative management,7.169706
2367,2014,Rail transport,0.110047
2368,2014,Reconstruction relief and rehabilitation,12.50412
2369,2014,Relief co-ordination and support services,28.911646
2370,2014,Reproductive health care,62.534041
2371,2014,Research/scientific institutions,2.762495
2372,2014,River basins development,8.97746
2373,2014,Road transport,271.77718
2374,2014,Rural development,57.797872
2375,2014,STD control including HIV/AIDS,338.508022
2376,2014,Sanitation - large systems,3.640832
2377,2014,Secondary education,37.452103
2378,2014,Sector allocable,3070.420133
2379,2014,Sectors not specified,5.748486
2380,2014,Security system management and reform,2.197707
2381,2014,Site preservation,0.44494
2382,2014,Small and medium-sized enterprises (SME) development,5.187339
2383,2014,Social infrastructure and services,2040.163103
2384,2014,Social mitigation of HIV/AIDS,0.698774
2385,2014,Social protection,17.458832
2386,2014,Solar energy for centralised grids,0.494374
2387,2014,Statistical capacity building,0.325565
2388,2014,Teacher training,9.092417
2389,2014,Technological research and development,0.082774
2390,2014,Telecommunications,0.021115
2391,2014,"Textiles, leather and substitutes",0.25473
2392,2014,Tourism,8.563462
2393,2014,Tourism policy and administrative management,8.563462
2394,2014,Trade education/training,0.003327
2395,2014,Trade facilitation,10.754022
2396,2014,Trade policies and regulations,11.941379
2397,2014,Trade policy and administrative management,1.18403
2398,2014,Transport and storage,275.144455
2399,2014,Transport policy and administrative management,2.187207
2400,2014,Tuberculosis control,23.656999
2401,2014,Unallocated / unspecified,5.977679
2402,2014,Upper secondary education,23.534878
2403,2014,Urban development and management,42.934212
2404,2014,Vocational training,13.917225
2405,2014,Waste management/disposal,0.623843
2406,2014,Water resources conservation (including data collection),1.237812
2407,2014,Water sector policy and administrative management,6.236503
2408,2014,Water supply & sanitation,217.440583
2409,2014,Water supply - large systems,19.566096
2410,2014,Water supply and sanitation - large systems,62.616439
2411,2014,Wind energy,11.584427
2412,2014,"Women's rights organisations and movements, and government institutions",7.399572
2413,2015,Action relating to debt,0.442794
2414,2015,Administrative costs (non-sector allocable),11.159359
2415,2015,Administrative costs of donors,11.159359
2416,2015,Advanced technical and managerial training,0.539155
2417,2015,Agrarian reform,3.632471
2418,2015,Agricultural alternative development,0.01988
2419,2015,Agricultural co-operatives,3.397301
2420,2015,Agricultural development,172.483503
2421,2015,Agricultural education/training,4.426395
2422,2015,Agricultural extension,3.159575
2423,2015,Agricultural financial services,5.24264
2424,2015,Agricultural inputs,3.999969
2425,2015,Agricultural land resources,68.243609
2426,2015,Agricultural policy and administrative management,26.058504
2427,2015,Agricultural research,29.794359
2428,2015,Agricultural services,2.107599
2429,2015,Agricultural water resources,18.111364
2430,2015,Agriculture,351.659019
2431,2015,"Agriculture, forestry, fishing",357.756822
2432,2015,Agro-industries,0.580939
2433,2015,Air transport,0.267608
2434,2015,All sectors,3890.511866
2435,2015,Banking and financial services,23.124175
2436,2015,Basic drinking water supply,5.422267
2437,2015,Basic drinking water supply and basic sanitation,75.573744
2438,2015,Basic education,65.668437
2439,2015,Basic health,448.728187
2440,2015,Basic health care,235.230327
2441,2015,Basic health infrastructure,3.368671
2442,2015,Basic life skills for adults,2.5907
2443,2015,Basic nutrition,68.431255
2444,2015,Basic sanitation,1.644817
2445,2015,Biodiversity,5.877264
2446,2015,Biofuel-fired power plants,0.177308
2447,2015,Biosphere protection,16.448274
2448,2015,Business and other services,13.756983
2449,2015,Business policy and administration,13.744645
2450,2015,"Civilian peace-building, conflict prevention and resolution",3.198905
2451,2015,Commodity aid / General programme assistance,283.879637
2452,2015,Communications,2.541928
2453,2015,Communications policy and administrative management,0.920496
2454,2015,"Conflict, peace and security",8.433418
2455,2015,Construction,0.185943
2456,2015,Construction policy and administrative management,0.185943
2457,2015,Cottage industries and handicraft,0.177999
2458,2015,Culture and recreation,3.986838
2459,2015,Debt forgiveness,0.442794
2460,2015,Decentralisation and support to subnational government,100.847125
2461,2015,Democratic participation and civil society,20.907027
2462,2015,Development food assistance,283.879637
2463,2015,Disaster prevention and preparedness,34.499129
2464,2015,Disaster risk reduction,0.627174
2465,2015,Domestic revenue mobilisation,0.151758
2466,2015,Early childhood education,2.309886
2467,2015,Economic infrastructure and services,458.647419
2468,2015,Education,208.46397
2469,2015,Education and training in water supply and sanitation,1.068745
2470,2015,Education facilities and training,14.972304
2471,2015,Education policy and administrative management,6.389602
2472,2015,"Education, level unspecified",96.973918
2473,2015,Education/training in banking and financial services,0.001297
2474,2015,Educational research,0.650607
2475,2015,Elections,0.365006
2476,2015,Electric power transmission and distribution (centralised grids),136.876156
2477,2015,Emergency food assistance,461.307447
2478,2015,Emergency response,595.4229
2479,2015,Employment creation,7.172832
2480,2015,Energy,167.594434
2481,2015,Energy conservation and demand-side efficiency,0.381222
2482,2015,Energy distribution,136.876156
2483,2015,"Energy generation, non-renewable sources",2.291081
2484,2015,"Energy generation, non-renewable sources, unspecified",2.291081
2485,2015,"Energy generation, renewable sources",26.546711
2486,2015,"Energy generation, renewable sources - multiple technologies",15.256366
2487,2015,Energy policy,1.877659
2488,2015,Energy policy and administrative management,1.496437
2489,2015,Engineering,0.166978
2490,2015,Environmental education/training,1.666155
2491,2015,Environmental policy and administrative management,40.385818
2492,2015,Environmental research,0.873703
2493,2015,Family planning,39.558562
2494,2015,Financial policy and administrative management,0.115103
2495,2015,Food assistance,283.879637
2496,2015,Food crop production,3.836158
2497,2015,Forestry,6.097803
2498,2015,Forestry development,4.146106
2499,2015,Forestry education/training,0.019128
2500,2015,Forestry policy and administrative management,1.774917
2501,2015,Forestry research,0.157652
2502,2015,Formal sector financial intermediaries,8.823132
2503,2015,General environment protection,65.497996
2504,2015,Geothermal energy,10.598664
2505,2015,Government and civil society,173.429
2506,2015,"Government and civil society, general",164.995582
2507,2015,Health,493.341048
2508,2015,Health education,2.006126
2509,2015,Health personnel development,1.994319
2510,2015,Health policy and administrative management,35.918216
2511,2015,"Health, general",44.612861
2512,2015,Higher education,20.42887
2513,2015,Human rights,8.276107
2514,2015,Humanitarian aid,642.690078
2515,2015,Immediate post-emergency reconstruction and rehabilitation,12.768049
2516,2015,Industrial crops/export crops,0.136061
2517,2015,Industrial development,3.170009
2518,2015,Industrial policy and administrative management,0.445555
2519,2015,Industry,11.024258
2520,2015,"Industry, mining, construction",11.283538
2521,2015,Infectious disease control,15.856174
2522,2015,Informal/semi-formal financial intermediaries,14.184643
2523,2015,Information and communication technology (ICT),1.61061
2524,2015,Legal and judicial development,7.439335
2525,2015,Legislatures and political parties,1.547515
2526,2015,Livestock,5.103581
2527,2015,Livestock/veterinary services,1.861644
2528,2015,Low-cost housing,0.019344
2529,2015,Malaria control,86.852631
2530,2015,Material relief assistance and services,111.902222
2531,2015,Media and free flow of information,3.471595
2532,2015,Medical education/training,2.16576
2533,2015,Medical research,1.461583
2534,2015,Medical services,5.067302
2535,2015,Mineral resources and mining,0.073337
2536,2015,Mineral/mining policy and administrative management,0.073337
2537,2015,Multi-hazard response preparedness,34.499129
2538,2015,Multi-sector / Cross-cutting,177.297363
2539,2015,Multilateral trade negotiations,0.244895
2540,2015,Multisector aid,26.957237
2541,2015,Multisector aid for basic social services,27.34039
2542,2015,Multisector education/training,1.446509
2543,2015,Nuclear energy electric power plants and nuclear safety,0.002827
2544,2015,Nuclear energy plants,0.002827
2545,2015,Other multisector,111.799367
2546,2015,Other social infrastructure and services,351.508465
2547,2015,Personnel development for population and reproductive health,1.327762
2548,2015,Plant and post-harvest protection and pest control,0.044406
2549,2015,Population policies/Programmes & reproductive health,414.633661
2550,2015,Population policy and administrative management,8.00499
2551,2015,Post-secondary education,20.968025
2552,2015,Primary education,60.767851
2553,2015,Privatisation,0.012338
2554,2015,Production sectors,423.915279
2555,2015,Promotion of development awareness (non-sector allocable),0.03745
2556,2015,Public finance management (PFM),3.724012
2557,2015,Public sector policy and administrative management,7.48441
2558,2015,Rail transport,0.001952
2559,2015,Reconstruction relief and rehabilitation,12.768049
2560,2015,Relief co-ordination and support services,22.213231
2561,2015,Removal of land mines and explosive remnants of war,0.731384
2562,2015,Reproductive health care,77.256349
2563,2015,Research/scientific institutions,4.073592
2564,2015,River basins development,4.974453
2565,2015,Road transport,246.702534
2566,2015,Rural development,62.083519
2567,2015,STD control including HIV/AIDS,288.485998
2568,2015,Sanitation - large systems,27.316991
2569,2015,Secondary education,24.85359
2570,2015,Sector allocable,2908.052481
2571,2015,Sectors not specified,44.250067
2572,2015,Security system management and reform,4.503129
2573,2015,Site preservation,0.246782
2574,2015,Small and medium-sized enterprises (SME) development,6.266969
2575,2015,Social infrastructure and services,1848.19242
2576,2015,Social mitigation of HIV/AIDS,0.379484
2577,2015,Social protection,311.680897
2578,2015,Solar energy for centralised grids,0.211644
2579,2015,Statistical capacity building,0.92868
2580,2015,Teacher training,74.961405
2581,2015,Telecommunications,0.010822
2582,2015,"Textiles, leather and substitutes",0.215809
2583,2015,Tourism,14.390807
2584,2015,Tourism policy and administrative management,14.390807
2585,2015,Trade education/training,0.292347
2586,2015,Trade facilitation,39.761017
2587,2015,Trade policies and regulations,40.484112
2588,2015,Trade policy and administrative management,0.185853
2589,2015,Transport and storage,251.629899
2590,2015,Transport policy and administrative management,4.657805
2591,2015,Tuberculosis control,34.988684
2592,2015,Unallocated / unspecified,44.287517
2593,2015,Upper secondary education,5.314614
2594,2015,Urban development and management,16.611336
2595,2015,Vocational training,19.538976
2596,2015,Waste management/disposal,8.178642
2597,2015,Water resources conservation (including data collection),2.760967
2598,2015,Water sector policy and administrative management,41.55295
2599,2015,Water supply & sanitation,206.816276
2600,2015,Water supply - large systems,18.551783
2601,2015,Water supply and sanitation - large systems,19.770917
2602,2015,Wind energy,0.302729
2603,2015,"Women's rights organisations and movements, and government institutions",10.781692
2604,2016,Action relating to debt,0.063056
2605,2016,Administrative costs (non-sector allocable),4.995869
2606,2016,Administrative costs of donors,4.995869
2607,2016,Advanced technical and managerial training,0.965504
2608,2016,Agrarian reform,3.704692
2609,2016,Agricultural alternative development,0.024456
2610,2016,Agricultural co-operatives,8.996844
2611,2016,Agricultural development,227.969758
2612,2016,Agricultural education/training,5.225004
2613,2016,Agricultural extension,21.165444
2614,2016,Agricultural financial services,7.337161
2615,2016,Agricultural inputs,0.322045
2616,2016,Agricultural land resources,32.985896
2617,2016,Agricultural policy and administrative management,36.819694
2618,2016,Agricultural research,45.705047
2619,2016,Agricultural services,7.843742
2620,2016,Agricultural water resources,38.283722
2621,2016,Agriculture,466.399196
2622,2016,"Agriculture, forestry, fishing",472.191218
2623,2016,Agro-industries,2.235865
2624,2016,Air transport,0.017564
2625,2016,All sectors,4978.559696
2626,2016,Anti-corruption organisations and institutions,0.15331
2627,2016,Banking and financial services,24.455332
2628,2016,Basic drinking water supply,51.983925
2629,2016,Basic drinking water supply and basic sanitation,51.079656
2630,2016,Basic education,164.925307
2631,2016,Basic health,423.30508
2632,2016,Basic health care,220.438529
2633,2016,Basic health infrastructure,1.9062
2634,2016,Basic life skills for adults,6.430345
2635,2016,Basic nutrition,69.175389
2636,2016,Basic sanitation,2.250257
2637,2016,Biodiversity,7.984713
2638,2016,Biofuel-fired power plants,0.013708
2639,2016,Biosphere protection,7.913626
2640,2016,Business and other services,14.74516
2641,2016,Business policy and administration,14.74516
2642,2016,"Civilian peace-building, conflict prevention and resolution",2.482669
2643,2016,Commodity aid / General programme assistance,279.444726
2644,2016,Communications,3.321443
2645,2016,Communications policy and administrative management,0.673291
2646,2016,"Conflict, peace and security",3.350216
2647,2016,Construction,0.0911
2648,2016,Construction policy and administrative management,0.0911
2649,2016,Cottage industries and handicraft,0.535015
2650,2016,Culture and recreation,4.465326
2651,2016,Debt forgiveness,0.063056
2652,2016,Decentralisation and support to subnational government,109.754676
2653,2016,Democratic participation and civil society,14.531918
2654,2016,Development food assistance,274.12554
2655,2016,Disaster prevention and preparedness,38.626894
2656,2016,Disaster risk reduction,0.746454
2657,2016,Domestic revenue mobilisation,2.110262
2658,2016,Early childhood education,2.58411
2659,2016,Economic infrastructure and services,533.817139
2660,2016,Education,364.817276
2661,2016,Education and training in water supply and sanitation,0.384524
2662,2016,Education facilities and training,35.345434
2663,2016,Education policy and administrative management,15.329273
2664,2016,"Education, level unspecified",125.587995
2665,2016,Education/training in banking and financial services,0.241626
2666,2016,Educational research,1.311238
2667,2016,Elections,0.782129
2668,2016,Electric power transmission and distribution (centralised grids),159.390596
2669,2016,Emergency food assistance,645.42881
2670,2016,Emergency response,850.832505
2671,2016,Employment creation,13.74044
2672,2016,Ending violence against women and girls,2.61585
2673,2016,Energy,186.921997
2674,2016,Energy conservation and demand-side efficiency,0.360785
2675,2016,Energy distribution,159.390596
2676,2016,Energy education/training,0.010897
2677,2016,"Energy generation, non-renewable sources",8.203033
2678,2016,"Energy generation, non-renewable sources, unspecified",8.203033
2679,2016,"Energy generation, renewable sources",16.265158
2680,2016,"Energy generation, renewable sources - multiple technologies",14.742459
2681,2016,Energy policy,3.06321
2682,2016,Energy policy and administrative management,2.691528
2683,2016,Engineering,0.14267
2684,2016,Environmental education/training,2.765976
2685,2016,Environmental policy and administrative management,19.199421
2686,2016,Environmental research,1.546983
2687,2016,Family planning,28.851451
2688,2016,Financial policy and administrative management,3.553293
2689,2016,Fishing,0.120187
2690,2016,Fishing policy and administrative management,0.120187
2691,2016,Food assistance,274.12554
2692,2016,Food crop production,6.738203
2693,2016,Forest industries,0.018449
2694,2016,Forestry,5.671835
2695,2016,Forestry development,5.058412
2696,2016,Forestry policy and administrative management,0.613423
2697,2016,Formal sector financial intermediaries,18.555723
2698,2016,General budget support,0.735037
2699,2016,General budget support-related aid,0.735037
2700,2016,General environment protection,40.334696
2701,2016,Government and civil society,183.975119
2702,2016,"Government and civil society, general",180.624903
2703,2016,Health,471.21041
2704,2016,Health education,1.166796
2705,2016,Health personnel development,1.656219
2706,2016,Health policy and administrative management,38.916504
2707,2016,"Health, general",47.90533
2708,2016,Higher education,22.568647
2709,2016,Human rights,4.552726
2710,2016,Humanitarian aid,905.94934
2711,2016,Immediate post-emergency reconstruction and rehabilitation,16.489941
2712,2016,Import support (capital goods),4.584149
2713,2016,Industrial crops/export crops,0.007523
2714,2016,Industrial development,3.471149
2715,2016,Industrial policy and administrative management,2.350723
2716,2016,Industry,17.568864
2717,2016,"Industry, mining, construction",18.727745
2718,2016,Infectious disease control,29.907879
2719,2016,Informal/semi-formal financial intermediaries,1.384113
2720,2016,Information and communication technology (ICT),2.560386
2721,2016,Legal and judicial development,6.852865
2722,2016,Legislatures and political parties,0.26588
2723,2016,Livestock,21.493716
2724,2016,Livestock/veterinary services,1.151294
2725,2016,Low-cost housing,0.006159
2726,2016,Lower secondary education,0.208767
2727,2016,Malaria control,62.01491
2728,2016,Material relief assistance and services,179.876256
2729,2016,Media and free flow of information,3.2954
2730,2016,Medical education/training,0.903287
2731,2016,Medical research,2.461445
2732,2016,Medical services,5.624094
2733,2016,Mineral prospection and exploration,0.093371
2734,2016,Mineral resources and mining,1.067781
2735,2016,Mineral/mining policy and administrative management,0.716102
2736,2016,Monetary institutions,0.720577
2737,2016,Multi-hazard response preparedness,38.626894
2738,2016,Multi-sector / Cross-cutting,288.681148
2739,2016,Multisector aid,119.772451
2740,2016,Multisector aid for basic social services,183.235101
2741,2016,Multisector education/training,2.783084
2742,2016,Non-agricultural alternative development,0.056724
2743,2016,Other commodity assistance,4.584149
2744,2016,Other multisector,248.346452
2745,2016,Other social infrastructure and services,688.809514
2746,2016,Personnel development for population and reproductive health,2.081862
2747,2016,Plant and post-harvest protection and pest control,0.624955
2748,2016,Population policies/Programmes & reproductive health,473.441771
2749,2016,Population policy and administrative management,7.746357
2750,2016,Post-secondary education,23.534151
2751,2016,Precious metals/materials,0.258308
2752,2016,Primary education,155.702085
2753,2016,Production sectors,534.455628
2754,2016,Promotion of development awareness (non-sector allocable),0.024658
2755,2016,Public finance management (PFM),7.325985
2756,2016,Public sector policy and administrative management,12.864459
2757,2016,Radio/television/print media,0.087766
2758,2016,Reconstruction relief and rehabilitation,16.489941
2759,2016,Refugees in donor countries,0.045282
2760,2016,Refugees/asylum seekers  in donor countries (non-sector allocable),0.045282
2761,2016,Relief co-ordination and support services,25.527439
2762,2016,Reproductive health care,114.604579
2763,2016,Research/scientific institutions,6.588381
2764,2016,River basins development,4.941607
2765,2016,Road transport,290.282033
2766,2016,Rural development,102.236503
2767,2016,STD control including HIV/AIDS,320.157522
2768,2016,Secondary education,50.769823
2769,2016,Sector allocable,3732.409269
2770,2016,Sectors not specified,55.627496
2771,2016,Security system management and reform,0.867547
2772,2016,Site preservation,0.923977
2773,2016,Small and medium-sized enterprises (SME) development,8.814993
2774,2016,Social infrastructure and services,2375.455354
2775,2016,Social mitigation of HIV/AIDS,0.066305
2776,2016,Social protection,485.457796
2777,2016,Solar energy for centralised grids,0.118239
2778,2016,Statistical capacity building,1.838387
2779,2016,Teacher training,73.60205
2780,2016,Tourism,1.39861
2781,2016,Tourism policy and administrative management,1.39861
2782,2016,Trade education/training,0.280572
2783,2016,Trade facilitation,41.724112
2784,2016,Trade policies and regulations,42.138055
2785,2016,Trade policy and administrative management,0.133371
2786,2016,Transport and storage,304.373207
2787,2016,Transport policy and administrative management,14.05991
2788,2016,Tuberculosis control,37.039158
2789,2016,Unallocated / unspecified,55.652154
2790,2016,Upper secondary education,24.406433
2791,2016,Urban development and management,16.162855
2792,2016,Vocational training,26.36339
2793,2016,Waste management/disposal,0.229303
2794,2016,Water resources conservation (including data collection),0.152437
2795,2016,Water sector policy and administrative management,18.143627
